time,N1,N2,N3,N4,N5,N6,N7,N8,
391,0.97,2.86,8.77,0.84,4.27,4.53,3.71,6.27
392,1.49,2.92,5.29,0.48,5.86,5.06,6.51,9.78
393,2.65,4.17,5.39,0.77,4.68,3.90,4.85,8.62
394,0.95,3.11,9.12,0.96,3.54,5.35,4.56,6.79
395,2.18,4.12,8.67,0.88,3.53,0.80,5.54,7.43
396,1.75,0.93,4.48,0.52,3.08,4.78,6.46,8.35
397,1.96,1.52,9.72,0.73,8.17,2.91,3.77,9.41
398,1.95,3.20,4.70,0.69,3.56,2.34,3.82,11.04
399,2.12,2.71,8.86,0.70,3.86,5.33,5.18,6.90
400,2.91,3.08,11.74,0.44,6.16,3.63,5.18,8.86
401,1.24,2.52,9.69,0.69,3.96,3.33,0.79,4.38
402,2.08,2.35,7.34,0.59,2.99,3.23,6.33,7.95
403,1.25,5.44,7.35,0.62,5.36,5.22,6.01,12.58
404,1.02,2.93,8.88,0.42,4.98,5.52,5.11,3.04
405,3.33,3.39,9.11,0.71,3.30,3.46,4.85,10.24
